작성일,평점,리뷰번역,연도,월,문장_번호,aspect,predicate,대분류,소분류,감성
1달 전,별표 5개,탑 근처 정류장까지 버스를 탔어요.,2026,1.0,1,,,,,중립
1달 전,별표 5개,거기서 언덕길을 500m 정도 걸어 올라가면 돼요.,2026,1.0,2,,,,,중립
1달 전,별표 5개,"주말이라 관광객이 많았는데, 덕분에 할인을 받았어요.",2026,1.0,3,관광객,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"주말이라 관광객이 많았는데, 덕분에 할인을 받았어요.",2026,1.0,3,할인,받다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 2개,여기는 관광객을 대상으로 한 바가지 요금장이에요.,2026,1.0,1,,,,,부정
1달 전,별표 2개,"탑 꼭대기에서 걸어서 5분이면 내려올 수 있지만, 결국 돈을 쓰게 만들려는 속셈이죠.",2026,1.0,2,돈,쓰다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 2개,"탑 꼭대기에서 걸어서 5분이면 내려올 수 있지만, 결국 돈을 쓰게 만들려는 속셈이죠.",2026,1.0,2,속셈,만들다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 5개,흐린 날 방문했지만 도시의 불빛을 보고 시원한 날씨를 즐기기에 좋았습니다.,2026,1.0,1,불빛,보다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,흐린 날 방문했지만 도시의 불빛을 보고 시원한 날씨를 즐기기에 좋았습니다.,2026,1.0,1,날씨,시원하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,흐린 날 방문했지만 도시의 불빛을 보고 시원한 날씨를 즐기기에 좋았습니다.,2026,1.0,1,날씨,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,너무 좋았어요,2026,1.0,1,,,,,긍정
1달 전,별표 5개,저희는 낮과 밤 모두 방문했어요.,2026,1.0,1,,,,,중립
1달 전,별표 5개,"근처에 숙소를 잡았는데, 두 방향에서 모두 멋진 경치를 보고 싶었거든요.",2026,1.0,2,경치,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"근처에 숙소를 잡았는데, 두 방향에서 모두 멋진 경치를 보고 싶었거든요.",2026,1.0,2,경치,보다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"케이블카를 타고 두 번 모두 올라갔다 내려왔는데, 케이블카 안에서도 멋진 경치를 감상할 수 있지만 사람이 너무 많아서 좀 불편했어요.",2026,1.0,3,경치,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"케이블카를 타고 두 번 모두 올라갔다 내려왔는데, 케이블카 안에서도 멋진 경치를 감상할 수 있지만 사람이 너무 많아서 좀 불편했어요.",2026,1.0,3,경치,감상하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"케이블카를 타고 두 번 모두 올라갔다 내려왔는데, 케이블카 안에서도 멋진 경치를 감상할 수 있지만 사람이 너무 많아서 좀 불편했어요.",2026,1.0,3,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"케이블카를 타고 두 번 모두 올라갔다 내려왔는데, 케이블카 안에서도 멋진 경치를 감상할 수 있지만 사람이 너무 많아서 좀 불편했어요.",2026,1.0,3,케이블카,불편하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"케이블카 티켓은 입구에서 구매할 수 있는데, 밤에는 줄이 제일 길어서 30분에서 45분 정도 기다려야 했어요.",2026,1.0,4,티켓,구매하다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,"케이블카 티켓은 입구에서 구매할 수 있는데, 밤에는 줄이 제일 길어서 30분에서 45분 정도 기다려야 했어요.",2026,1.0,4,줄,길다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"케이블카 티켓은 입구에서 구매할 수 있는데, 밤에는 줄이 제일 길어서 30분에서 45분 정도 기다려야 했어요.",2026,1.0,4,줄,기다리다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,안내판에는 한 시간 정도 걸린다고 되어 있었지만 실제로는 그렇게 오래 걸리지는 않았어요.,2026,1.0,5,시간,걸리다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,케이블카 승강장에는 화장실과 편의점도 있어요.,2026,1.0,6,화장실,있다,3. 시설 및 환경,공간 관리 상태,중립
1달 전,별표 5개,케이블카 승강장에는 화장실과 편의점도 있어요.,2026,1.0,6,편의점,있다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"탑 울타리에 자물쇠를 걸어둘 수도 있는데, 저희는 저희 자물쇠를 가져갔어요.",2026,1.0,7,자물쇠,걸다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"탑 울타리에 자물쇠를 걸어둘 수도 있는데, 저희는 저희 자물쇠를 가져갔어요.",2026,1.0,7,자물쇠,가져가다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,전망대에 올라가려면 추가 요금을 내야 해요.,2026,1.0,8,,,,,중립
1달 전,별표 5개,"현장에서 구매하거나 트립, 클룩, 트레이지 같은 곳에서 미리 구매할 수도 있어요.",2026,1.0,9,,,,,중립
1달 전,별표 5개,"산에 올라가면 키오스크에서 티켓을 구매하면 되는데, 전망대에 올라갈 만한 가치가 충분히 있어요.",2026,1.0,10,가치,있다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,점심은 한국 식당에서 먹었는데 정말 맛있었어요.,2026,1.0,11,점심,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"천문대 안에도 상점이 있지만, 케이블카(또는 버스)에서 내리면 바로 정상에도 상점과 음식점이 있습니다.",2026,1.0,12,,,,,중립
1달 전,별표 5개,"그리고 소셜 미디어에서 많이 추천하는 것처럼, 천문대에 올라가면 꼭 화장실에 가세요.",2026,1.0,13,소셜 미디어,추천하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,거기서 보는 풍경이 단연 최고일지도 몰라요 🙂.,2026,1.0,14,,,,,긍정
1달 전,별표 5개,서울의 야경은 아름답다.,2026,1.0,1,야경,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,두 번째 방문은 버스를 타고 했습니다.,2026,1.0,1,,,,,중립
1달 전,별표 4개,버스가 굉장히 붐볐어요.,2026,1.0,2,버스,붐비다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,정류장에서 내리려면 01B번이나 01A번 버스를 타시면 됩니다.,2026,1.0,3,,,,,중립
1달 전,별표 4개,휴가철이라 관광객이 정말 많았어요.,2026,1.0,4,관광객,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,서울에서의 크리스마스,2026,1.0,1,,,,,중립
1달 전,별표 5개,탑까지 오르는 길은 그다지 힘들지 않아요.,2026,1.0,1,길,힘들다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,나이 드신 분들도 많이 오르시더라고요.,2026,1.0,2,,,,,중립
1달 전,별표 5개,정상은 정말 좋아요.,2026,1.0,3,정상,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,날씨가 맑으면 멋진 경치를 감상할 수 있어요.,2026,1.0,4,날씨,맑다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,날씨가 맑으면 멋진 경치를 감상할 수 있어요.,2026,1.0,4,경치,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"2025년 12월

서울에 가면 꼭 가볼 만한 곳이에요.",2026,1.0,1,곳,가다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,경치가 아름다워서 사진 찍기에 아주 좋아요.,2026,1.0,2,경치,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,경치가 아름다워서 사진 찍기에 아주 좋아요.,2026,1.0,2,사진,찍다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,경치가 아름다워서 사진 찍기에 아주 좋아요.,2026,1.0,2,사진,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,날씨가 맑을 때 방문하기 좋은 곳입니다.,2026,1.0,1,날씨,맑다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 4개,날씨가 맑을 때 방문하기 좋은 곳입니다.,2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,사계절 내내 풍경이 아름답습니다.,2026,1.0,1,풍경,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,거기 위는 시원해요,2026,1.0,1,위,시원하다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,아름다운 곳이에요.,2026,1.0,1,곳,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,옥상에서 멋진 서울의 전경을 감상할 수 있어요.,2026,1.0,2,전경,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,정말 멋져요,2026,1.0,1,,,,,긍정
1달 전,별표 5개,매우 추워요.,2026,1.0,1,,,,,부정
1달 전,별표 5개,"~2025년 11월 7일 추억 소환~

정말 크고 아름다운 곳이에요!",2026,1.0,1,곳,크다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"~2025년 11월 7일 추억 소환~

정말 크고 아름다운 곳이에요!",2026,1.0,1,곳,아름답다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,N서울타워는 산 정상에 위치해 있어서 걸어서 올라가거나 케이블카를 탈 수 있어요.,2026,1.0,2,,,,,중립
1달 전,별표 5개,개인적으로 케이블카는 그다지 좋은 경험은 아니었어요.,2026,1.0,3,경험,좋다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 5개,"경치도 별로 볼 게 없었고, 사람도 너무 많아서 굳이 탈 필요는 없었던 것 같아요.",2026,1.0,4,경치,보다,2. 시각적 요소,볼거리 및 경관,부정
1달 전,별표 5개,"경치도 별로 볼 게 없었고, 사람도 너무 많아서 굳이 탈 필요는 없었던 것 같아요.",2026,1.0,4,경치,없다,2. 시각적 요소,볼거리 및 경관,부정
1달 전,별표 5개,"경치도 별로 볼 게 없었고, 사람도 너무 많아서 굳이 탈 필요는 없었던 것 같아요.",2026,1.0,4,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"경치도 별로 볼 게 없었고, 사람도 너무 많아서 굳이 탈 필요는 없었던 것 같아요.",2026,1.0,4,필요,없다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 5개,하지만 타워 주변은 정말 멋지고 볼거리도 많고 사진 찍기 좋은 곳도 많아요.,2026,1.0,5,주변,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,하지만 타워 주변은 정말 멋지고 볼거리도 많고 사진 찍기 좋은 곳도 많아요.,2026,1.0,5,볼거리,많다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,하지만 타워 주변은 정말 멋지고 볼거리도 많고 사진 찍기 좋은 곳도 많아요.,2026,1.0,5,곳,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,하지만 타워 주변은 정말 멋지고 볼거리도 많고 사진 찍기 좋은 곳도 많아요.,2026,1.0,5,곳,많다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,어디든 둘러볼 가치가 충분해요.,2026,1.0,6,가치,충분하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,운 좋게 전통 공연도 볼 수 있었어요.,2026,1.0,7,운,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,운 좋게 전통 공연도 볼 수 있었어요.,2026,1.0,7,공연,보다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,전반적으로 꼭 한번 가볼 만한 곳이에요!,2026,1.0,8,곳,가다,1. 전반적 인식,종합 만족도,긍정
